task_id,user_id,day_of_week,hour_of_day,tasks_scheduled_same_day,previous_misses_7d,completion_streak,avg_minutes_to_complete,reminder_enabled,number_of_reminders_sent_for_task,missed
1e0e8gmtexzwe0qd,84u89yjb1qx6gvwr,0,16,2,3,2,180.0,0,0,1
mkmk9u9mvcu6a49x,5c34dxtad1ior56f,0,19,2,1,0,372.0,0,0,1
92yqo0rz4xg8i41r,8j5ecruyf38diuov,0,4,2,0,1,420.0,1,0,0
9q1pg4vigpd98gom,tvazccblskrt05ui,5,13,1,2,2,240.0,1,0,0
f5yb35o0aqt1zni1,yzycwtiqj7yhl1c3,2,7,2,3,0,456.0,1,0,1
fz7ons1ngwzhed1t,dswm31yihair4cow,1,3,2,1,1,360.0,1,0,0
g5haxqzvk9zw5607,9tmqlizl08yg0jv1,2,21,1,1,0,324.0,1,0,1
zg9bekgi8d9l9xg2,vkizzqy72wx7ptx6,0,8,1,1,3,228.0,1,0,0
ewz20d745ibb5byj,c56t4ufel6246hid,0,18,1,1,0,360.0,0,0,0
iugvf2gjt5a1o3zm,li7kq1uymrlrmjkv,0,7,3,2,8,348.0,1,0,0
8o0j3t8ufhzyw2k2,er14ffyvnvqjt7ye,2,10,1,1,1,384.0,1,0,0
chuj6eoko7e0mj08,6n7hv3izky22ubtx,0,15,3,0,1,525.0,0,0,0
obr88u3dxx8tf7ud,9tmqlizl08yg0jv1,4,20,2,1,0,300.0,1,0,0
fq717y5gise6jn59,vz41nam148p0tvhh,3,21,2,2,2,264.0,1,0,0
kdc885itszauf7fb,li7kq1uymrlrmjkv,6,10,1,1,9,468.0,0,0,1
a8xrl4uon3maedn6,5qbswrpbjek5rbw2,6,16,2,3,3,384.0,0,0,1
wj281ra4n9fo80x2,er14ffyvnvqjt7ye,2,2,2,1,2,180.0,1,0,1
8u23wuzonuabwm15,tcs4cc5o7uubcxul,5,3,3,0,3,396.0,1,0,0
z6b95wmgw2a8u9vp,c56t4ufel6246hid,5,2,2,7,1,336.0,0,0,0
jy46srum2l7v3eex,tala753lc58drc11,0,23,1,1,1,288.0,0,0,0
x3g8se59r4kpiq70,z0yncxll4zklooke,3,5,2,1,0,204.0,1,0,0
sktlwj0gdecf77sy,vz41nam148p0tvhh,1,11,1,5,3,456.0,0,0,0
gsgcj2tj20sarvqx,tvazccblskrt05ui,0,5,3,4,3,348.0,0,0,0
rzuf21zzspa57i3k,hv3a3zmf8mdd4v30,5,11,2,2,1,348.0,1,0,1
7fspen8zj6d553qb,hv3a3zmf8mdd4v30,5,5,2,4,0,348.0,0,0,0
vtpr2fjllafggeto,5c34dxtad1ior56f,1,13,3,2,0,360.0,0,0,0
txj7gyh8es0p4ovu,w5py6b2knftu2gc5,4,18,3,1,2,480.0,0,0,1
fbbjsvywrjj6xw4h,tvazccblskrt05ui,3,4,2,1,4,192.0,1,0,0
ipxrnsuprd00qii9,6n7hv3izky22ubtx,5,13,2,5,2,264.0,1,0,1
q0sfybvokbuwfjeq,5c34dxtad1ior56f,3,16,1,2,1,444.0,1,0,1
6qkky22ubz8zrr60,yzycwtiqj7yhl1c3,5,18,2,1,0,384.0,0,0,0
a3wg1i77gnh3i0d7,5qbswrpbjek5rbw2,1,8,3,0,0,264.0,0,0,0
swfs5zuthuwpb83u,6n7hv3izky22ubtx,0,13,3,0,0,525.0,0,0,1
ctcdjf2gmqadsbrm,8j5ecruyf38diuov,4,14,2,2,2,336.0,0,0,0
5zhcn8ifq12pqqxs,er14ffyvnvqjt7ye,6,6,2,1,0,552.0,1,0,0
dz1ofedr1oai3a7t,6n7hv3izky22ubtx,5,17,2,1,0,468.0,0,0,1
gcswiyf9jknxm816,5c34dxtad1ior56f,5,14,1,0,0,-1.0,1,0,0
ynhp95gn3e9v686t,hv3a3zmf8mdd4v30,4,4,4,2,1,444.0,0,0,0
z10vgp215krgt5sb,5c34dxtad1ior56f,1,16,1,2,1,570.0,1,0,0
a8rvjwh9mho6t2tk,tcs4cc5o7uubcxul,3,16,1,3,4,480.0,1,0,0
nokyw64yb5bq5tz9,yzycwtiqj7yhl1c3,5,4,1,2,1,480.0,0,0,0
yunlayqlejp8fwpr,qh7m35ixokc1msy4,4,1,1,2,0,336.0,1,0,0
eothcw1kazv6wna3,f8e8ld4d6af58c2j,4,3,2,2,1,168.0,1,0,0
wgw70mj8rx2jmzrv,li7kq1uymrlrmjkv,4,5,2,3,0,468.0,1,0,0
vr9sl5vx974ppwwl,7s55j2o7s3kkv9rf,3,1,1,2,8,216.0,1,0,0
0tsgtno1z74zl9c3,z0yncxll4zklooke,3,8,3,0,1,228.0,1,0,0
lo3p1jzooywuhfrl,9tmqlizl08yg0jv1,6,2,2,1,1,360.0,0,0,0
phrqzdua47aa60o4,vz41nam148p0tvhh,1,2,3,0,4,468.0,0,0,1
7fcde5e8nq99fr8q,qh7m35ixokc1msy4,4,20,2,2,1,384.0,0,0,0
kunurlq17dehelyj,f4zw9xa3kx7eedtj,6,7,3,0,0,468.0,0,0,0
zy58etb3kw49hm7x,vkizzqy72wx7ptx6,1,17,2,2,4,468.0,0,0,0
rm848mxujf7ab1sx,f8e8ld4d6af58c2j,1,23,1,3,2,432.0,1,0,1
kpkm7z7s3gw8x3kd,li7kq1uymrlrmjkv,4,19,2,2,1,372.0,1,0,0
91gu6yxmqnekrbsz,w5py6b2knftu2gc5,1,5,1,1,0,420.0,0,0,0
tq6ye84c6opn2bt2,qh7m35ixokc1msy4,2,20,1,3,2,240.0,0,0,0
3buoa075oksnskfg,f4zw9xa3kx7eedtj,1,5,4,0,1,396.0,1,0,0
41gpc8mg29vqyga6,tvazccblskrt05ui,1,22,2,2,5,168.0,1,0,0
w69xh5zp9mf5pm7w,tcs4cc5o7uubcxul,6,0,1,0,5,336.0,0,0,0
7szoqeallc7m1ndr,tvazccblskrt05ui,4,0,3,4,6,252.0,0,0,0
sxmoxjcbx92o1rvm,vz41nam148p0tvhh,1,9,1,0,0,360.0,1,0,0
e8n3eg33hkw1wlz8,f4zw9xa3kx7eedtj,3,17,3,2,2,432.0,0,0,0
mykkwdd9fkp8urjd,tcs4cc5o7uubcxul,0,23,1,0,6,336.0,0,0,1
671kx2323ptj5xsl,z0yncxll4zklooke,4,18,1,2,2,432.0,0,0,0
5e2bpkf0a1uahjh0,dswm31yihair4cow,3,19,2,3,2,372.0,1,0,0
x7gfl42mg9qqxxai,84u89yjb1qx6gvwr,0,4,2,3,0,300.0,0,0,0
wh8e7bi3rhk74mbb,hv3a3zmf8mdd4v30,3,9,2,2,2,300.0,1,0,1
z6kllzvrg4u5fhst,f4zw9xa3kx7eedtj,2,7,2,6,3,324.0,0,0,1
ye77jb5njrm97py2,c56t4ufel6246hid,5,11,2,7,2,336.0,0,0,0
4v9rbuq93ypguth1,tcs4cc5o7uubcxul,4,11,1,2,0,336.0,1,0,0
xwsi1coxpy5j3sps,84u89yjb1qx6gvwr,2,13,2,2,1,264.0,0,0,0
iuyj3mjuu4vk5vwx,z0yncxll4zklooke,2,16,1,3,3,276.0,1,0,0
ubiqj6u9bl57jb16,hv3a3zmf8mdd4v30,0,2,1,3,0,372.0,1,0,1
